scientific_name,park_name,observations
Sphaeromeria cana,Yellowstone National Park,252
Collomia heterophylla,Yellowstone National Park,241
Ictalurus punctatus,Yellowstone National Park,232
Cuscuta californica var. californica,Yellowstone National Park,252
Pylodictis olivaris,Yellowstone National Park,236
Viola palustris,Yellowstone National Park,257
Ulmus pumila,Yellowstone National Park,273
Ribes hudsonianum,Yellowstone National Park,219
Lupinus stiversii,Yellowstone National Park,265
Oxyura jamaicensis,Yellowstone National Park,228
Gayophytum eriospermum,Yellowstone National Park,278
Oncophorus raui,Yellowstone National Park,238
Rumex patientia,Yellowstone National Park,249
Bartramia longicauda,Yellowstone National Park,238
Polypogon maritimus,Yellowstone National Park,216
Carex scopulorum,Yellowstone National Park,272
Polygala cruciata,Yellowstone National Park,235
Torilis japonica,Yellowstone National Park,239
Vaccinium myrtilloides,Yellowstone National Park,256
Neotoma floridana,Yellowstone National Park,256
Bolandra californica,Yellowstone National Park,243
Carex microptera,Yellowstone National Park,265
Opuntia polyacantha var. polyacantha,Yellowstone National Park,280
Atrichum crispum,Yellowstone National Park,252
Prunus munsoniana,Yellowstone National Park,209
Polygala verticillata var. verticillata,Yellowstone National Park,247
Oxytropis sericea var. speciosa,Yellowstone National Park,275
Stewartia ovata,Yellowstone National Park,251
Oncorhynchus mykiss aguabonita,Yellowstone National Park,254
Poncirus trifoliata,Yellowstone National Park,270
Elymus stebbinsii,Yellowstone National Park,275
Yucca filamentosa,Yellowstone National Park,269
Potentilla biennis,Yellowstone National Park,221
Rallus limicola,Yellowstone National Park,251
Castilleja parviflora,Yellowstone National Park,255
Carya illinoinensis,Yellowstone National Park,263
Nothocalais troximoides,Yellowstone National Park,264
Lanius excubitor,Yellowstone National Park,218
Polycarpon tetraphyllum,Yellowstone National Park,227
Ceanothus integerrimus,Yellowstone National Park,266
Calamagrostis rubescens,Yellowstone National Park,229
Sturnella magna,Yellowstone National Park,233
Juncus acuminatus,Yellowstone National Park,240
Cannabis sativa,Yellowstone National Park,252
Bouteloua gracilis,Yellowstone National Park,267
Bromus diandrus,Yellowstone National Park,252
Camissonia breviflora,Yellowstone National Park,230
Juniperus scopulorum,Yellowstone National Park,208
Spiraea betulifolia var. lucida,Yellowstone National Park,249
Thomomys talpoides,Yellowstone National Park,548
Ranunculus alismifolius var. alismellus,Yellowstone National Park,251
Bromus japonicus,Yellowstone National Park,259
Vermivora leucobronchialis,Yellowstone National Park,252
Cystopteris protrusa,Yellowstone National Park,280
Viola arvensis,Yellowstone National Park,245
Senecio pauciflorus,Yellowstone National Park,212
Calidris minutilla,Yellowstone National Park,268
Physostegia virginiana ssp. praemorsa,Yellowstone National Park,217
Ilex opaca,Yellowstone National Park,283
Hypericum punctatum,Yellowstone National Park,275
Polygonum caespitosum,Yellowstone National Park,261
Eurybia conspicua,Yellowstone National Park,243
Clintonia uniflora,Yellowstone National Park,227
Galium parisiense,Yellowstone National Park,234
Penstemon canescens,Yellowstone National Park,256
Euderma maculatum,Yellowstone National Park,377
Ameiurus natalis,Yellowstone National Park,240
Branta hutchinsii,Yellowstone National Park,297
Picris hieracioides,Yellowstone National Park,259
Prunella vulgaris,Yellowstone National Park,259
Uniola laxa,Yellowstone National Park,274
Histrionicus histrionicus,Yellowstone National Park,288
Cuscuta californica var. breviflora,Yellowstone National Park,261
Agrostemma githago,Yellowstone National Park,260
Dichanthelium acuminatum var. lindheimeri,Yellowstone National Park,259
Equisetum variegatum,Yellowstone National Park,219
Penthorum sedoides,Yellowstone National Park,241
Rhododendron cumberlandense,Yellowstone National Park,215
Ajuga reptans,Yellowstone National Park,226
Helianthus maximiliani,Yellowstone National Park,226
Polypodium californicum,Yellowstone National Park,252
Epilobium oregonense,Yellowstone National Park,247
Carex praegracilis,Yellowstone National Park,239
Bulbostylis capillaris,Yellowstone National Park,274
Elsholtzia ciliata,Yellowstone National Park,255
Asplenium rhizophyllum,Yellowstone National Park,261
Eriophyllum lanatum var. grandiflorum,Yellowstone National Park,272
Ampelopsis arborea,Yellowstone National Park,256
Oxytropis borealis var. viscida,Yellowstone National Park,217
Artemisiospiza belli,Yellowstone National Park,256
Scutellaria elliptica,Yellowstone National Park,241
Sterna fuscata,Yellowstone National Park,252
Filipendula rubra,Yellowstone National Park,252
Anomobryum filiforme,Yellowstone National Park,211
Cerastium glomeratum,Yellowstone National Park,225
Toxicodendron radicans ssp. radicans,Yellowstone National Park,242
Thaspium trifoliatum,Yellowstone National Park,269
Zapus hudsonius,Yellowstone National Park,276
Clangula hyemalis,Yellowstone National Park,259
Eremocarpus setigerus,Yellowstone National Park,257
Pipilo erythrophthalmus,Yellowstone National Park,258
Agrimonia parviflora,Yellowstone National Park,232
Carex communis var. amplisquama,Yellowstone National Park,224
Bryoandersonia illecebra,Yellowstone National Park,271
Arceuthobium campylopodum,Yellowstone National Park,260
Robinia viscosa,Yellowstone National Park,249
Heterotheca villosa var. nana,Yellowstone National Park,257
Taraxacum officinale,Yellowstone National Park,244
Lagopus leucura,Yellowstone National Park,266
Branta canadensis,Yellowstone National Park,242
Heracleum lanatum,Yellowstone National Park,271
Pinus strobus,Yellowstone National Park,258
Microtus pinetorum,Yellowstone National Park,248
Silphium asteriscus var. asteriscus,Yellowstone National Park,231
Loxia curvirostra,Yellowstone National Park,209
Monotropa hypopithys,Yellowstone National Park,231
Lysimachia lanceolata,Yellowstone National Park,251
Sturnus vulgaris,Yellowstone National Park,245
Lycopus americanus,Yellowstone National Park,211
Mitella pentandra,Yellowstone National Park,233
Viola hastata,Yellowstone National Park,258
Barbula convoluta,Yellowstone National Park,259
Cirsium vulgare,Yellowstone National Park,257
Valerianella umbilicata,Yellowstone National Park,250
Allium obtusum,Yellowstone National Park,230
Eupatorium maculatum,Yellowstone National Park,254
Contopus sordidulus,Yellowstone National Park,218
Aureolaria virginica,Yellowstone National Park,243
Brickellia grandiflora,Yellowstone National Park,265
Limosa haemastica,Yellowstone National Park,235
Kalmia microphylla,Yellowstone National Park,238
Eumeces fasciatus,Yellowstone National Park,257
Lactuca serriola,Yellowstone National Park,269
Machaeranthera canescens var. canescens,Yellowstone National Park,254
Yabea microcarpa,Yellowstone National Park,260
Castor canadensis,Yellowstone National Park,256
Pogonia ophioglossoides,Yellowstone National Park,280
Acalypha ostryifolia,Yellowstone National Park,243
Setophaga cerulea,Yellowstone National Park,246
Cinna bolanderi,Yellowstone National Park,248
Phytolacca americana,Yellowstone National Park,260
Cyrto-hypnum pygmaeum,Yellowstone National Park,249
Piranga ludoviciana,Yellowstone National Park,265
Aechmophorus clarkii,Yellowstone National Park,244
Philadelphus pubescens var. pubescens,Yellowstone National Park,267
Panicum miliaceum,Yellowstone National Park,241
Podiceps nigricollis,Yellowstone National Park,277
Hybopsis amblops,Yellowstone National Park,251
Oxalis montana,Yellowstone National Park,231
Vulpes vulpes necator,Yellowstone National Park,551
Pycnanthemum virginianum,Yellowstone National Park,218
Odocoileus virginianus,Yellowstone National Park,352
Bryum argenteum,Yellowstone National Park,288
Homo sapiens,Yellowstone National Park,371
Juniperus communis,Yellowstone National Park,242
Saxifraga rhomboidea,Yellowstone National Park,244
Catoptrophorus semipalmatus,Yellowstone National Park,230
Brachythecium acuminatum,Yellowstone National Park,273
Noturus flavus,Yellowstone National Park,245
Asarum canadense,Yellowstone National Park,227
Ivesia unguiculata,Yellowstone National Park,237
Scleria pauciflora,Yellowstone National Park,233
Taraxacum scopulorum,Yellowstone National Park,285
Crataegus crus-galli,Yellowstone National Park,248
Aristolochia macrophylla,Yellowstone National Park,278
Salix planifolia,Yellowstone National Park,239
Tamiasciurus hudsonicus,Yellowstone National Park,317
Parnassia kotzebuei,Yellowstone National Park,264
Tamias striatus,Yellowstone National Park,212
Triteleia ixioides ssp. anilina,Yellowstone National Park,266
Draba ramosissima,Yellowstone National Park,232
Rudbeckia laciniata var. humilis,Yellowstone National Park,233
Carex simulata,Yellowstone National Park,260
Pyrrocoma integrifolia,Yellowstone National Park,225
Podostemum ceratophyllum,Yellowstone National Park,230
Carex atherodes,Yellowstone National Park,240
Poa cuspidata,Yellowstone National Park,245
Mimulus leptaleus,Yellowstone National Park,201
Sagina saginoides,Yellowstone National Park,216
Tamias umbrinus,Yellowstone National Park,400
Thelia hirtella,Yellowstone National Park,273
Luzula comosa,Yellowstone National Park,244
Aneura pinguis,Yellowstone National Park,251
Thalictrum venulosum,Yellowstone National Park,224
Pinus pungens,Yellowstone National Park,267
Salvelinus fontinalis,Yellowstone National Park,243
Polygonum aviculare,Yellowstone National Park,231
Viola labradorica,Yellowstone National Park,216
Lupinus adsurgens,Yellowstone National Park,253
Etheostoma chlorobranchium,Yellowstone National Park,256
Oxalis violacea,Yellowstone National Park,234
Anthemis tinctoria,Yellowstone National Park,270
Percina caprodes,Yellowstone National Park,228
Sedum sarmentosum,Yellowstone National Park,238
Elymus trachycaulus var. trachycaulus,Yellowstone National Park,272
Petrochelidon pyrrhonota,Yellowstone National Park,194
Arabis laevigata,Yellowstone National Park,266
Sagittaria australis,Yellowstone National Park,262
Sciurus niger,Yellowstone National Park,644
Trillium cuneatum,Yellowstone National Park,231
Juncus gymnocarpus,Yellowstone National Park,286
Phoradendron pauciflorum,Yellowstone National Park,242
Sayornis saya,Yellowstone National Park,224
Sphagnum girgensohnii,Yellowstone National Park,225
Lithobates catesbeianus,Yellowstone National Park,267
Malva nicaeensis,Yellowstone National Park,269
Hulsea nana,Yellowstone National Park,238
Entodon concinnus,Yellowstone National Park,289
Muhlenbergia andina,Yellowstone National Park,235
Horkelia californica ssp. dissita,Yellowstone National Park,205
Herniaria hirsuta ssp. hirsuta,Yellowstone National Park,255
Prosartes lanuginosum,Yellowstone National Park,244
Sphyrapicus ruber,Yellowstone National Park,229
Canis lupus,Yellowstone National Park,159
Pipistrellus subflavus,Yellowstone National Park,262
Scrophularia marilandica,Yellowstone National Park,270
Mazus pumilus,Yellowstone National Park,265
Brickellia eupatorioides var. eupatorioides,Yellowstone National Park,265
Cephalozia bicuspidata ssp. lammersiana,Yellowstone National Park,246
Dioscorea quaternata,Yellowstone National Park,201
Consolida ajacis,Yellowstone National Park,295
Camissonia contorta,Yellowstone National Park,261
Haemorhous purpureus,Yellowstone National Park,287
Silene lemmonii,Yellowstone National Park,271
Calycanthus floridus var. floridus,Yellowstone National Park,259
Galium sparsiflorum ssp. sparsiflorum,Yellowstone National Park,261
Falco sparverius,Yellowstone National Park,211
Glyceria grandis,Yellowstone National Park,271
Juncus,Yellowstone National Park,255
Gavia immer,Yellowstone National Park,190
Agrostis capillaris,Yellowstone National Park,267
Arabis hirsuta var. glabrata,Yellowstone National Park,248
Hexastylis arifolia,Yellowstone National Park,248
Solidago multiradiata var. scopulorum,Yellowstone National Park,251
Scolopax minor,Yellowstone National Park,264
Pleuricospora fimbriolata,Yellowstone National Park,237
Erigeron peregrinus var. callianthemus,Yellowstone National Park,264
Symphoricarpos occidentalis,Yellowstone National Park,237
Pica hudsonia,Yellowstone National Park,225
Pseudotsuga menziesii var. glauca,Yellowstone National Park,241
Clarkia purpurea ssp. quadrivulnera,Yellowstone National Park,256
Sparganium androcladum,Yellowstone National Park,228
Veronica arvensis,Yellowstone National Park,238
Styrax grandifolius,Yellowstone National Park,239
Symphoricarpos rotundifolius var. rotundifolius,Yellowstone National Park,273
Magnolia tripetala,Yellowstone National Park,258
Sitta pygmaea,Yellowstone National Park,256
Geum aleppicum,Yellowstone National Park,241
Loeskeobryum brevirostre,Yellowstone National Park,240
Hypericum perforatum,Yellowstone National Park,254
Agoseris glauca var. dasycephala,Yellowstone National Park,257
Astomum muehlenbergianum,Yellowstone National Park,274
Potentilla recta,Yellowstone National Park,226
Lilium parvum,Yellowstone National Park,240
Catostomus ardens,Yellowstone National Park,254
Ranunculus sceleratus var. multifidus,Yellowstone National Park,252
Lilium canadense ssp. editorum,Yellowstone National Park,257
Junco hyemalis hyemalis,Yellowstone National Park,273
Potamogeton pulcher,Yellowstone National Park,256
Madia bolanderi,Yellowstone National Park,268
Physalis virginiana,Yellowstone National Park,296
Leptodactylon pungens,Yellowstone National Park,247
Didelphis virginiana,Yellowstone National Park,230
Fontinalis sullivantii,Yellowstone National Park,244
Uvularia puberula,Yellowstone National Park,237
Lasionycteris noctivagans,Yellowstone National Park,322
Hirundo rustica,Yellowstone National Park,230
Hypnum cupressiforme var. filiforme,Yellowstone National Park,251
Viola septemloba,Yellowstone National Park,223
Hylotelephium telephioides,Yellowstone National Park,260
