category,scientific_name,common_names,conservation_status,lifespan_years,mass_kg
Nonvascular Plant,Entodon concinnus,Entodon Moss,,25.7,0.004
Nonvascular Plant,Entodon macropodus,Entodon Moss,Species of Concern,2.9,0.069
Nonvascular Plant,Entodon seductrix,Seductive Entodon Moss,Species of Concern,1.8,0.004
Nonvascular Plant,Entodon sullivantii,Sullivant's Entodon Moss,,5.1,0.016
Nonvascular Plant,Anacamptodon splachnoides,Anacamptodon Moss,,5.8,0.002
Nonvascular Plant,Clasmatodon parvulus,Clasmatodon Moss,Species of Concern,2.3,0.003
Nonvascular Plant,Fabronia ciliaris,Fabronia Moss,,2.2,0.004
Nonvascular Plant,Fabronia ciliaris var. polycarpa,Fabronia Moss,,3.0,0.001
Nonvascular Plant,Fontinalis dalecarlica,Fontinalis Moss,Species of Concern,10.8,0.002
Nonvascular Plant,Fontinalis flaccida,Flaccid Fontinalis Moss,Threatened,1.8,0.003
Nonvascular Plant,Fontinalis novae-angliae,New England Fontinalis Moss,,4.7,0.001
Nonvascular Plant,Fontinalis novae-angliae var. novae-angliae,New England Fontinalis Moss,Species of Concern,5.7,0.001
Nonvascular Plant,Fontinalis sullivantii,Sullivant's Fontinalis Moss,,14.8,0.007
Nonvascular Plant,Hylocomiastrum umbratum,Hylocomiastrum Moss,Endangered,3.4,0.002
Nonvascular Plant,Hylocomium splendens,Splendid Feather Moss,,4.2,0.008
Nonvascular Plant,Leptohymenium sharpii,Sharp's Leptohymenium Moss,Species of Concern,4.4,0.003
Nonvascular Plant,Loeskeobryum brevirostre,Loeskeobryum Moss,,4.7,0.002
Nonvascular Plant,Pleurozium schreberi,Schreber's Big Red Stem Moss,,3.5,0.001
Nonvascular Plant,Pterigynandrum sharpii,Mount Leconte Moss,,8.9,0.006
Nonvascular Plant,Rhytidiadelphus squarrosus,Square Goose Neck Moss,Endangered,2.6,0.027
Nonvascular Plant,Rhytidiadelphus triquetrus,Rough Goose Neck Moss,,4.8,0.001
Nonvascular Plant,Callicladium haldanianum,Callicladium Moss,,8.2,0.006
Nonvascular Plant,Ctenidium malacodes,Ctenidium Moss,Species of Concern,5.9,0.003
Nonvascular Plant,Ctenidium molluscum,Mollusc Ctenidium Moss,,6.1,0.003
Nonvascular Plant,Herzogiella striatella,Herzogiella Moss,In Recovery,6.6,0.001
Nonvascular Plant,Homomallium adnatum,Homomallium Moss,,3.3,0.023
Nonvascular Plant,Hypnum cupressiforme,Hypnum Moss,,2.6,0.002
Nonvascular Plant,Hypnum cupressiforme var. filiforme,Filiform Hypnum Moss,,3.3,0.001
Nonvascular Plant,Hypnum curvifolium,Curveleaf Hypnum Moss,,1.0,0.003
Nonvascular Plant,Hypnum fertile,Hypnum Moss,,4.9,0.004
Nonvascular Plant,Hypnum imponens,Hypnum Moss,Species of Concern,4.0,0.004
Nonvascular Plant,Hypnum lindbergii,Lindberg's Hypnum Moss,,9.2,0.003
Nonvascular Plant,Hypnum pallescens,Hypnum Moss,,3.0,0.003
Nonvascular Plant,Hypnum pratense,Hypnum Moss,,6.7,0.017
Nonvascular Plant,Isopterygiopsis muelleriana,Mueller's Isopterygiopsis Moss,Species of Concern,2.9,0.005
Nonvascular Plant,Platydictya confervoides,Platydictya Moss,,5.7,0.002
Nonvascular Plant,Pseudotaxiphyllum distichaceum,Pseudotaxiphyllum Moss,In Recovery,4.5,0.001
Nonvascular Plant,Pseudotaxiphyllum elegans,Elegant Pseudotaxiphyllum Moss,,1.3,0.006
Nonvascular Plant,Ptilium crista-castrensis,Knights Plume Moss,,3.4,0.005
Nonvascular Plant,Pylaisiella intricata,Intricate Pylaisiella Moss,,4.4,0.002
Nonvascular Plant,Pylaisiella polyantha,Pylaisiella Moss,,4.3,0.001
Nonvascular Plant,Pylaisiella selwynii,Selwyn's Pylaisiella Moss,Threatened,11.9,0.001
Nonvascular Plant,Taxiphyllum deplanatum,Taxiphyllum Moss,Threatened,3.9,0.001
Nonvascular Plant,Taxiphyllum taxirameum,Taxiphyllum Moss,,6.7,0.003
Nonvascular Plant,Forsstroemia trichomitria,Forsstroemia Moss,Species of Concern,3.1,0.01
Nonvascular Plant,Bryohaplocladium microphyllum,Bryohaplocladium Moss,,4.6,0.007
Nonvascular Plant,Bryohaplocladium virginianum,Virginia Bryohaplocladium Moss,Threatened,2.3,0.001
Nonvascular Plant,Leskea gracilescens,Leskea Moss,Species of Concern,4.8,0.003
Nonvascular Plant,Leskea obscura,Leskea Moss,,6.9,0.004
Nonvascular Plant,Leskeella nervosa,Leskeella,,5.2,0.001
Nonvascular Plant,Leucodon brachypus,Leucodon Moss,,16.8,0.003
Nonvascular Plant,Leucodon brachypus var. andrewsianus,Andrews' Lecodon Moss,Endangered,7.3,0.002
Nonvascular Plant,Leucodon julaceus,Leucodon Moss,,5.6,0.001
Nonvascular Plant,Schwetschkeopsis fabronia,Schwetschkeopsis Moss,,6.1,0.003
Nonvascular Plant,Homalia trichomanoides,Homalia Moss,,4.6,0.008
Nonvascular Plant,Neckera complanata,Neckera Moss,,1.9,0.002
Nonvascular Plant,Neckera pennata,Neckera Moss,,6.2,0.033
Nonvascular Plant,Thamnobryum alleghaniense,Allegany Thamnobryum Moss,Threatened,4.1,0.007
Nonvascular Plant,Plagiothecium cavifolium,Plagiothecium Moss,Endangered,4.2,0.029
Nonvascular Plant,Plagiothecium denticulatum,Toothed Plagiothecium Moss,Species of Concern,1.3,0.004
Nonvascular Plant,Plagiothecium laetum,Plagiothecium Moss,,1.4,0.0
Nonvascular Plant,Heterocladium macounii,Macoun's Heterocladium Moss,Species of Concern,5.5,0.005
Nonvascular Plant,Myurella sibirica,Siberian Myurella Moss,Species of Concern,3.7,0.004
Nonvascular Plant,Pterigynandrum filiforme,Pterigynandrum Moss,,39.2,0.003
Nonvascular Plant,Isopterygium tenerum,Isopterygium Moss,Endangered,6.4,0.002
Nonvascular Plant,Platygyrium repens,Platygyrium Moss,Species of Concern,5.5,0.003
Nonvascular Plant,Pylaisiadelpha tenuirostris,Pylaisiadelpha Moss,,3.4,0.025
Nonvascular Plant,Brotherella recurvans,Recurved Brotherella Moss,Species of Concern,10.2,0.005
Nonvascular Plant,Heterophyllium affine,Heterophyllium Moss,Species of Concern,0.9,0.003
Nonvascular Plant,Sematophyllum adnatum,Sematophyllum Moss,Species of Concern,29.7,0.003
Nonvascular Plant,Sematophyllum demissum,Sematophyllum Moss,,9.7,0.017
Nonvascular Plant,Sematophyllum marylandicum,Maryland Sematophyllum Moss,,5.2,0.002
Nonvascular Plant,Thelia hirtella,Thelia Moss,,0.8,0.008
Nonvascular Plant,Abietinella abietina,Abietinella Moss,Species of Concern,2.5,0.005
Nonvascular Plant,Cyrto-hypnum minutulum,Cyrto-Hypnum Moss,,1.9,0.003
Nonvascular Plant,Cyrto-hypnum pygmaeum,Pygmy Cyrto-Hypnum Moss,,4.6,0.005
Nonvascular Plant,Rauiella scita,Rauiella Moss,Threatened,2.1,0.014
Nonvascular Plant,Thuidium allenii,Allen's Thuidium Moss,,3.0,0.001
Nonvascular Plant,Thuidium delicatulum,Delicate Thuidium Moss,,4.2,0.004
Nonvascular Plant,Thuidium recognitum,Thuidium Moss,,5.0,0.016
Nonvascular Plant,Acrobolbus ciliatus,Acrobolbus,Species of Concern,3.8,0.004
Nonvascular Plant,Calypogeja muelleriana,Mªller's Calypogeja,,2.1,0.009
Nonvascular Plant,Calypogeja muelleriana ssp. blomquistii,Blomquist's Calypogeja,In Recovery,5.1,0.003
Nonvascular Plant,Calypogeja neesiana,Nees' Calypogeja,,1.2,0.017
Nonvascular Plant,Calypogeja peruviana,Peruvian Calypogeja,Endangered,1.9,0.002
Nonvascular Plant,Calypogeja sphagnicola,Sphagnum Calypogeja,Species of Concern,5.8,0.001
Nonvascular Plant,Calypogeja sullivantii,Sullivant's Calypogeja,,1.6,0.0
Nonvascular Plant,Cephalozia bicuspidata,Twotoothed Cephalozia,,7.4,0.002
Nonvascular Plant,Cephalozia bicuspidata ssp. ambigua,Twotoothed Cephalozia,,34.8,0.002
Nonvascular Plant,Cephalozia bicuspidata ssp. lammersiana,Lammers' Cephalozia,,2.4,0.002
Nonvascular Plant,Cephalozia catenulata,Cephalozia,,5.3,0.003
Nonvascular Plant,Cephalozia connivens,Cephalozia,,6.9,0.002
Nonvascular Plant,Cephalozia lunulifolia,Cephalozia,Species of Concern,1.7,0.001
Nonvascular Plant,Bazzania denudata,Bazzania,Species of Concern,0.9,0.002
Nonvascular Plant,Bazzania nudicaulis,Bazzania,Species of Concern,3.6,0.002
Nonvascular Plant,Bazzania tricrenata,Bazzania,,10.7,0.014
Nonvascular Plant,Bazzania trilobata,Threelobed Bazzania,,3.5,0.001
Nonvascular Plant,Lophocolea appalachiana,Appalachian Lophocolea,Species of Concern,3.0,0.002
Nonvascular Plant,Lophocolea muricata,Liverwort,,2.8,0.002
Nonvascular Plant,Blepharostoma trichophyllum,Blepharostoma,Endangered,2.8,0.003
Nonvascular Plant,Anastrophyllum helleranum,Heller's Anastrophyllum,Endangered,2.9,0.005
Nonvascular Plant,Anastrophyllum michauxii,Michaux's Anastrophyllum,,5.8,0.002
Nonvascular Plant,Anastrophyllum minutum,Anastrophyllum,Species of Concern,10.9,0.002
Nonvascular Plant,Anastrophyllum saxicola,Anastrophyllum,Threatened,1.4,0.006
Nonvascular Plant,Barbilophozia attenuata,Attenuate Barbilophozia,,2.5,0.006
Nonvascular Plant,Aneura pinguis,Aneura,,0.8,0.016
Nonvascular Plant,Apometzgeria pubescens,Apometzgeria,Species of Concern,7.2,0.001
Nonvascular Plant,Notothylas orbicularis,Round Notothylas,,1.6,0.022
Nonvascular Plant,Phaeoceros laevis,Phaeoceros,,2.7,0.002
Nonvascular Plant,Phaeoceros laevis ssp. carolinianus,Carolina Phaeoceros,Species of Concern,0.9,0.003
Nonvascular Plant,Amphidium mougeotii,Mougeot's Amphidium Moss,,3.8,0.008
Nonvascular Plant,Macrocoma sullivantii,Sullivant's Macrocoma Moss,,1.7,0.001
Nonvascular Plant,Orthotrichum exiguum,Orthotrichum Moss,Species of Concern,6.1,0.011
Nonvascular Plant,Orthotrichum ohioense,Ohio Orthotrichum Moss,,1.5,0.012
Nonvascular Plant,Orthotrichum stellatum,Stellate Orthotrichum Moss,,4.6,0.012
Nonvascular Plant,Orthotrichum strangulatum,Strangulate Orthotrichum Moss,,4.3,0.0
Nonvascular Plant,Schlotheimia rugifolia,Ruggedleaf Schlotheimia Moss,,4.0,0.012
Nonvascular Plant,Ulota coarctata,Ulota Moss,,2.4,0.003
Nonvascular Plant,Ulota crispa,Ulota Moss,Species of Concern,4.0,0.0
Nonvascular Plant,Ulota hutchinsiae,Hutchins' Ulota Moss,,14.4,0.002
Nonvascular Plant,Ulota hutchinsiae var. rufescens,Hutchins' Ulota Moss,,6.4,0.004
Nonvascular Plant,Zygodon viridissimus,Zygodon Moss,,10.8,0.006
Nonvascular Plant,Zygodon viridissimus var. rupestris,Zygodon Moss,Species of Concern,3.8,0.002
Nonvascular Plant,Atrichum altecristatum,Atrichum Moss,Species of Concern,7.8,0.001
Nonvascular Plant,Atrichum angustatum,Atrichum Moss,In Recovery,7.0,0.001
Nonvascular Plant,Atrichum crispum,Atrichum Moss,,10.8,0.005
Nonvascular Plant,Atrichum oerstedianum,Oersted's Atrichum Moss,,7.0,0.004
Nonvascular Plant,Atrichum undulatum,Undulate Atrichum Moss,,1.3,0.002
Nonvascular Plant,Pogonatum brachyphyllum,Pogonatum Moss,,7.2,0.005
Nonvascular Plant,Pogonatum pensilvanicum,Pennsylvania Pogonatum Moss,,10.2,0.006
Nonvascular Plant,Polytrichum appalachianum,Appalachian Polytrichum Moss,,2.3,0.002
Nonvascular Plant,Polytrichum commune,Polytrichum Moss,Species of Concern,4.8,0.0
Nonvascular Plant,Polytrichum juniperinum,Juniper Polytrichum Moss,,14.5,0.006
Nonvascular Plant,Polytrichum ohioense,Ohio Polytrichum Moss,,10.6,0.001
Nonvascular Plant,Polytrichum pallidisetum,Polytrichum Moss,,10.7,0.038
Nonvascular Plant,Polytrichum piliferum,Polytrichum Moss,Species of Concern,1.8,0.009
Nonvascular Plant,Polytrichum strictum,Polytrichum Moss,,4.5,0.001
Nonvascular Plant,Anoectangium aestivum,Anoectangium Moss,Species of Concern,6.3,0.009
Nonvascular Plant,Astomum muehlenbergianum,Muehlenberg's Astomum Moss,,2.9,0.013
Nonvascular Plant,Barbula convoluta,Convoluted Barbula Moss,,1.4,0.001
Nonvascular Plant,Barbula unguiculata,Barbula Moss,,4.9,0.004
Nonvascular Plant,Didymodon fallax,Didymodon Moss,,2.7,0.009
Nonvascular Plant,Didymodon fallax var. reflexus,Didymodon Moss,,6.5,0.01
Nonvascular Plant,Didymodon rigidulus,Rigid Didymodon Moss,,4.1,0.007
Nonvascular Plant,Ephemerum spinulosum,Ephemerum Moss,,3.3,0.032
Nonvascular Plant,Eucladium verticillatum,Eucladium Moss,Species of Concern,2.5,0.034
Nonvascular Plant,Gymnostomum aeruginosum,Gymnostomum Moss,Species of Concern,4.6,0.001
Nonvascular Plant,Hymenostylium recurvirostre,Hymenostylium Moss,,11.7,0.005
Nonvascular Plant,Hyophila involuta,Hyophila Moss,,8.1,0.014
Nonvascular Plant,Leptodontium excelsum,Grandfather Mountain Leptodontium,Species of Concern,5.7,0.002
Nonvascular Plant,Leptodontium flexifolium,Pale-Margined Leptodontium,,8.9,0.004
Nonvascular Plant,Oxystegus tenuirostris,Oxystegus Moss,Species of Concern,7.2,0.0
Nonvascular Plant,Scopelophila ligulata,Copper Moss,,6.1,0.002
Nonvascular Plant,Tortella humilis,Tortella Moss,,14.3,0.008
Nonvascular Plant,Tortella tortuosa,Tortured Tortella Moss,Species of Concern,5.3,0.007
Nonvascular Plant,Tortula ammonsiana,Ammon's Screw-Moss,Species of Concern,2.2,0.021
Nonvascular Plant,Tortula amphidiacea,Tortula Moss,Species of Concern,18.1,0.006
Nonvascular Plant,Tortula fragilis,Fragmented Screw-Moss,,13.6,0.002
Nonvascular Plant,Weissia controversa,Controverial Weissia Moss,Species of Concern,2.6,0.004
Nonvascular Plant,Aulacomnium heterostichum,Aulacomnium Moss,,6.1,0.003
Nonvascular Plant,Aulacomnium palustre,Aulacomnium Moss,Species of Concern,6.5,0.006
Nonvascular Plant,Drummondia prorepens,Drummond Moss,,2.2,0.007
Nonvascular Plant,Sphagnum affine,Sphagnum,Species of Concern,8.2,0.005
Nonvascular Plant,Sphagnum capillifolium,Sphagnum,,10.0,0.001
Nonvascular Plant,Sphagnum compactum,Low Sphagnum,,6.2,0.001
Nonvascular Plant,Sphagnum cuspidatum,Toothed Sphagnum,,2.1,0.002
Nonvascular Plant,Sphagnum girgensohnii,Girgensohn's Sphagnum,,2.3,0.002
Nonvascular Plant,Sphagnum magellanicum,Magellan's Sphagnum,,3.9,0.009
Nonvascular Plant,Sphagnum molle,Sphagnum,,3.6,0.001
Nonvascular Plant,Sphagnum palustre,Prairie Sphagnum,,10.0,0.002
Nonvascular Plant,Sphagnum pylaesii,Pylaes' Sphagnum,,4.3,0.006
Nonvascular Plant,Sphagnum quinquefarium,Sphagnum,Endangered,5.2,0.012
Nonvascular Plant,Sphagnum squarrosum,Sphagnum,,6.3,0.002
Nonvascular Plant,Sphagnum subsecundum,Sphagnum,,20.6,0.005
Nonvascular Plant,Tetraphis pellucida,Tetraphis Moss,,4.0,0.011
Nonvascular Plant,Tetrodontium brownianum,Brown's Tetrodontium Moss,Species of Concern,5.3,0.006
Mammal,Antilocapra americana,"Antelope, Pronghorn",Threatened,154.9,2.447
Mammal,Bison bison,"Bison, Buffalo",,12.4,5.792
Mammal,Oreamnos americanus,"Mountain Goat, Mountain Goat, Rocky Mountain Goat",Threatened,43.1,0.163
Mammal,Ovis canadensis,"Bighorn Sheep, Bighorn Sheep",Species of Concern,2.8,1.232
Mammal,Alces alces,"Eurasian Elk, Moose",Threatened,3.8,1.76
Mammal,Alces alces shirasi,Yellowstone Moose,Endangered,25.8,0.632
Mammal,Cervus elaphus,Rocky Mountain Elk,,4.6,5.22
Mammal,Odocoileus hemionus,"Mule Deer, Mule Deer",Species of Concern,35.7,0.108
Mammal,Odocoileus virginianus,"White-Tailed Deer, White-Tailed Deer",In Recovery,34.4,27.06
Mammal,Canis lupus,"Gray Wolf, Wolf",In Recovery,38.8,65.409
Mammal,Lynx canadensis,"Canada Lynx, Canadian Lynx, Lynx",Species of Concern,119.3,2.047
Mammal,Puma concolor,"Cougar, Mountain Lion, Puma",Endangered,18.1,1.793
Mammal,Spilogale gracilis,Western Spotted Skunk,Threatened,16.5,130.624
Mammal,Gulo gulo,Wolverine,,4.9,0.674
Mammal,Lutra canadensis,River Otter,Endangered,56.8,42.27
Mammal,Martes americana,Pine Marten,Species of Concern,11.9,29.362
Mammal,Mustela erminea,"Ermine, Short Tailed Weasel",,22.4,121.584
Mammal,Mustela vison,"American Mink, Mink",Endangered,17.6,42.794
Mammal,Taxidea taxus,"American Badger, Badger",Species of Concern,177.3,16.707
Mammal,Procyon lotor,"Common Raccoon, Northern Raccoon, Raccoon",,17.2,21.964
Mammal,Ursus americanus,"American Black Bear, Black Bear",Endangered,11.8,857.078
Mammal,Ursus arctos horribilis,Grizzly Bear,Threatened,19.3,2.458
Mammal,Antrozous pallidus,"Pallid Bat, Pallid Bat",Species of Concern,7.8,50.093
Mammal,Corynorhinus townsendii,"Mule-Eared Bat, Pacific Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Townsend's Big-Eared Bat, Western Big-Eared Bat, Western Long-Eared Bat, Western Lump-Nosed Bat",Threatened,35.9,1.501
Mammal,Eptesicus fuscus,"Big Brown Bat, Big Brown Bat",Species of Concern,27.6,0.162
Mammal,Euderma maculatum,"Spotted Bat, Spotted Bat",Species of Concern,19.4,12.135
Mammal,Lasionycteris noctivagans,"Silver-Haired Bat, Silver-Haired Bat",Species of Concern,76.4,0.822
Mammal,Lasiurus cinereus,"Hoary Bat, Hoary Bat",,5.2,0.625
Mammal,Myotis californicus,"California Myotis, California Myotis, Californian Myotis",Species of Concern,4.9,84.83
Mammal,Myotis ciliolabrum,"Small-Footed Myotis, Western Small-Footed Bat, Western Small-Footed Myotis",In Recovery,66.3,9.066
Mammal,Myotis evotis,"Long-Eared Myotis, Long-Eared Myotis",Species of Concern,49.4,6.018
Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern,15.1,2.154
Mammal,Myotis thysanodes,"Fringed Myotis, Fringed Myotis",Species of Concern,12.4,0.149
Mammal,Myotis volans,"Long-Legged Myotis, Long-Legged Myotis",Species of Concern,20.9,4.101
Mammal,Myotis yumanensis,"Yuma Myotis, Yuma Myotis",Species of Concern,32.2,5.506
Mammal,Lepus townsendii,"White-Tailed Jack Rabbit, White-Tailed Jackrabbit",Endangered,14.2,0.659
Mammal,Sylvilagus audubonii,Desert Cottontail,Endangered,17.5,22.74
Mammal,Sylvilagus nuttallii,Mountain Cottontail,Species of Concern,5.9,5.433
Mammal,Ochotona princeps,"American Pika, Pika",Endangered,20.3,0.923
Mammal,Castor canadensis,American Beaver,Threatened,9.7,7.444
Mammal,Lemmiscus curtatus,Sagebrush Vole,Species of Concern,5.9,9.678
Mammal,Microtus longicaudus,"Coronation Island Vole, Long-Tailed Vole",Endangered,7.3,46.445
Mammal,Microtus montanus,Montane Vole,,134.8,0.675
Mammal,Microtus richardsoni,Richardson Water Vole,Species of Concern,26.6,0.906
Mammal,Neotoma cinerea,Bushy-Tailed Woodrat,,42.0,0.277
Mammal,Ondatra zibethicus,"Common Muskrat, Muskbeaver, Muskrat",Species of Concern,25.3,0.657
Mammal,Peromyscus maniculatus,"Deer Mouse, North American Deermouse",In Recovery,13.6,0.464
Mammal,Phenacomys intermedius,"Heather Vole, Western Heather Vole",Species of Concern,34.5,0.711
Mammal,Zapus princeps,Western Jumping Mouse,Species of Concern,27.0,2.102
Mammal,Thomomys talpoides,Northern Pocket Gopher,Endangered,14.8,6.203
Mammal,Glaucomys sabrinus,Northern Flying Squirrel,In Recovery,8.3,7.119
Mammal,Marmota flaviventris,Yellow-Bellied Marmot,,65.2,0.809
Mammal,Neotamias amoenus,Yellow Pine Chipmunk,Threatened,47.2,121.003
Mammal,Neotamias minimus,Least Chipmunk,Endangered,7.9,0.182
Mammal,Neotamias umbrinus,Uinta Chipmunk,Threatened,21.6,1.344
Mammal,Spermophilus armatus,Uinta Ground Squirrel,,88.4,4.838
Mammal,Spermophilus lateralis,Golden-Mantled Ground Squirrel,In Recovery,8.0,0.359
Mammal,Tamias amoenus,Yellow-Pine Chipmunk,Threatened,43.9,1.276
Mammal,Tamias minimus,Least Chipmunk,,17.1,36.7
Mammal,Tamias umbrinus,Uinta Chipmunk,Threatened,10.6,4.051
Mammal,Sorex cinereus,"Cinereus Shrew, Common Shrew, Masked Shrew",Endangered,16.2,20.152
Mammal,Sorex hoyi,"American Pygmy Shrew, Pygmy Shrew",Endangered,28.0,2.761
Mammal,Sorex monticolus,Dusky Shrew,,17.4,1.978
Mammal,Sorex nanus,"Dwarf Shrew, Rocky Mountain Dwarf Shrew",,4.3,7.899
Mammal,Sorex palustris,"American Water Shrew, Northern Water Shrew, Water Shrew",Threatened,90.3,0.641
Mammal,Sorex preblei,"Malheur Shrew, Preble's Shrew",Species of Concern,8.2,0.66
Bird,Streptopelia decaocto,Eurasian Collared-Dove,,18.8,0.493
Bird,Buteo lagopus,Rough-Legged Hawk,Species of Concern,11.1,0.11
Bird,Buteo regalis,Ferruginous Hawk,In Recovery,12.9,0.054
Bird,Buteo swainsoni,Swainson's Hawk,Threatened,13.3,0.786
Bird,Pandion haliaetus,"Osprey, Western Osprey",Species of Concern,5.8,0.056
Bird,Anas cyanoptera,Cinnamon Teal,Species of Concern,31.4,0.154
Bird,Anas penelope,Eurasian Wigeon,Endangered,24.1,0.254
Bird,Anas strepera,Gadwall,Species of Concern,11.1,0.488
Bird,Anser albifrons,Greater White-Fronted Goose,,7.2,0.348
Bird,Aythya marila,Greater Scaup,,9.7,0.07
Bird,Aythya valisineria,Canvasback,Species of Concern,14.9,0.225
Bird,Branta bernicla,"Brant, Brant Goose, Brent Goose",Species of Concern,11.1,0.08
Bird,Branta hutchinsii,Cackling Goose,,31.7,0.79
Bird,Bucephala islandica,Barrow's Goldeneye,,21.7,0.215
Bird,Chen caerulescens,"Blue Goose, Snow Goose",,4.3,2.581
Bird,Chen rossii,"Ross' Goose, Ross's Goose",Threatened,11.7,0.132
Bird,Clangula hyemalis,"Long-Tailed Duck, Oldsquaw",,15.6,1.087
Bird,Cygnus buccinator,Trumpeter Swan,Species of Concern,12.0,1.229
Bird,Cygnus columbianus,Tundra Swan,,23.3,0.092
Bird,Cygnus cygnus,Whooper Swan,,8.1,0.864
Bird,Melanitta perspicillata,Surf Scoter,,2.4,0.256
Bird,Aeronautes saxatalis,White-Throated Swift,,5.2,0.178
Bird,Chaetura vauxi,Vaux's Swift,Species of Concern,10.2,0.203
Bird,Selasphorus platycercus,Broad-Tailed Hummingbird,In Recovery,8.7,0.09
Bird,Selasphorus rufus,Rufous Hummingbird,Species of Concern,48.2,2.35
Bird,Stellula calliope,Calliope Hummingbird,Species of Concern,6.1,1.717
Bird,Charadrius nivosus,Snowy Plover,,9.6,0.347
Bird,Pluvialis squatarola,Black-Bellied Plover,,11.7,0.146
Bird,Hydroprogne caspia,Caspian Tern,Endangered,22.0,0.346
Bird,Larus argentatus,"European Herring Gull, Herring Gull",,9.2,0.072
Bird,Larus californicus,California Gull,Species of Concern,7.1,0.05
Bird,Larus canus,Mew Gull,,12.3,0.081
Bird,Larus pipixcan,Franklin's Gull,,10.4,1.359
Bird,Rissa tridactyla,Black-Legged Kittiwake,,25.0,0.291
Bird,Sterna caspia,Caspian Tern,Endangered,11.6,2.382
